enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,is_major_city
32646,city_21,-1.607294979728601,Unknow,1,no_enrollment,4,Other,-1.,0,Pvt Ltd,2,0,0
30645,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.1,8,Pvt Ltd,2,0,1
14500,city_116,-0.6556345441786269,Unknow,0,no_enrollment,3,STEM,-0.,0,Unknown,never,0,0
16525,city_67,0.24004586575076048,Male,0,no_enrollment,1,Unknown,-0.,0,Unknown,never,0,0
20663,city_16,0.6798889241982279,Female,1,no_enrollment,3,Humanities,-1.,3,Pvt Ltd,1,0,1
8897,city_103,0.7598603893704947,Male,0,Full time course,3,Other,-0.,0,Unknown,4,0,1
10049,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,4,Pvt Ltd,1,0,1
13543,city_105,-0.24778007180006614,Female,1,no_enrollment,3,STEM,-1.,4,Public Sector,2,-1,0
1250,city_160,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,-0.,6,Pvt Ltd,2,0,1
16345,city_114,0.8078432684738539,Male,0,no_enrollment,3,STEM,-0.,0,Unknown,1,0,1
3673,city_67,0.24004586575076048,Male,1,Part time course,4,STEM,0.7,4,Pvt Ltd,3,0,0
17165,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,0,Pvt Ltd,1,0,0
8587,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.8,6,Pvt Ltd,3,0,1
7903,city_158,-0.47170017428241406,Unknow,1,no_enrollment,3,STEM,-0.,4,Pvt Ltd,,0,0
28390,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,0,Unknown,3,0,0
18101,city_83,0.7838518289221739,Male,0,Full time course,2,Unknown,-0.,0,Unknown,1,0,1
3408,city_106,-1.0155061374538275,Male,1,no_enrollment,4,STEM,-0.,0,Unknown,2,0,0
3619,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,5,Pvt Ltd,1,0,1
9335,city_103,0.7598603893704947,Male,0,no_enrollment,5,STEM,1.1,4,NGO,1,0,1
31337,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.5,0,Unknown,>4,0,1
18903,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,No Major,1.5,3,Pvt Ltd,1,0,1
1406,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.5,1,Pvt Ltd,>4,3,1
31133,city_74,-1.9671665730038015,Unknow,0,Full time course,3,STEM,-0.,0,Pvt Ltd,never,0,0
30475,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,1.5,0,Pvt Ltd,>4,1,1
11339,city_114,0.8078432684738539,Unknow,0,Full time course,2,Unknown,-0.,0,Unknown,never,0,1
10455,city_160,0.7598603893704947,Female,0,Full time course,5,STEM,-0.,0,Unknown,1,0,1
22881,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,5,Unknown,1,0,1
29667,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,0.8,0,Pvt Ltd,>4,0,1
16517,city_16,0.6798889241982279,Unknow,0,no_enrollment,4,Business Degree,-1.,7,Pvt Ltd,1,0,1
15094,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,-0.,3,Funded Startup,3,0,1
2682,city_23,0.5919203125087344,Female,0,Full time course,3,STEM,-1.,8,Pvt Ltd,2,0,0
7679,city_21,-1.607294979728601,Unknow,0,Full time course,3,STEM,-1.,0,Unknown,never,0,0
2954,city_159,0.1440801075440403,Male,1,Part time course,3,STEM,1.5,0,Funded Startup,1,0,0
12709,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,STEM,-0.,0,Unknown,1,1,0
24845,city_103,0.7598603893704947,Male,0,no_enrollment,4,STEM,0.5,3,Pvt Ltd,1,3,1
6829,city_21,-1.607294979728601,Unknow,1,no_enrollment,2,Unknown,-0.,0,Unknown,1,0,0
12810,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,0.1,6,Pvt Ltd,>4,0,1
20607,city_89,0.7998461219566281,Unknow,0,Full time course,2,Unknown,-0.,0,Unknown,1,0,1
10429,city_103,0.7598603893704947,Male,0,no_enrollment,3,STEM,0.7,6,Pvt Ltd,>4,0,1
18781,city_136,0.575926019474281,Unknow,1,Part time course,3,STEM,-0.,3,Unknown,1,0,0
21189,city_13,0.016125763268414313,Male,1,no_enrollment,4,STEM,-0.,4,Pvt Ltd,2,0,0
19996,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-1.,3,Pvt Ltd,1,0,1
24837,city_103,0.7598603893704947,Female,1,Full time course,3,STEM,-0.,4,Funded Startup,1,0,1
4955,city_136,0.575926019474281,Unknow,1,no_enrollment,4,STEM,-0.,0,Pvt Ltd,1,0,0
32766,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.5,4,Funded Startup,4,0,1
6209,city_21,-1.607294979728601,Unknow,1,no_enrollment,4,STEM,1.1,4,Pvt Ltd,>4,0,0
24293,city_21,-1.607294979728601,Female,1,Full time course,3,STEM,-1.,3,Pvt Ltd,1,0,0
28090,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,-0.,4,NGO,2,0,1
11842,city_46,-0.5036887603513199,Male,1,no_enrollment,3,STEM,-1.,1,Early Stage Startup,2,0,0
13211,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.5,0,Unknown,>4,0,1
26309,city_114,0.8078432684738539,Male,0,Full time course,3,STEM,0.5,0,Pvt Ltd,1,0,1
4832,city_91,-1.0714861630744141,Male,1,Part time course,3,STEM,-0.,3,Funded Startup,1,0,0
23885,city_67,0.24004586575076048,Unknow,0,no_enrollment,2,Unknown,-1.,0,Unknown,never,0,0
27278,city_160,0.7598603893704947,Female,1,no_enrollment,4,STEM,0.1,6,Unknown,2,3,1
32853,city_73,-0.5676659324891333,Male,1,no_enrollment,3,STEM,1.5,4,Funded Startup,1,-1,0
3264,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,8,Pvt Ltd,2,0,1
9997,city_103,0.7598603893704947,Male,1,no_enrollment,3,Humanities,-0.,6,Pvt Ltd,4,0,1
21496,city_114,0.8078432684738539,Unknow,0,Full time course,2,Unknown,-0.,8,Unknown,,0,1
20570,city_21,-1.607294979728601,Male,0,Full time course,3,STEM,-1.,0,Unknown,1,2,0
11907,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,8,Pvt Ltd,1,0,1
28629,city_160,0.7598603893704947,Male,1,Part time course,3,STEM,-1.,3,Pvt Ltd,2,0,1
31388,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,7,Pvt Ltd,2,0,1
14538,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-1.,3,Pvt Ltd,never,0,0
28,city_103,0.7598603893704947,Male,0,no_enrollment,0,Unknown,-0.,0,Pvt Ltd,never,0,1
32099,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,3,0,1
6356,city_160,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.2,0,Unknown,1,0,1
16058,city_160,0.7598603893704947,Male,1,no_enrollment,0,Unknown,1.2,1,Pvt Ltd,1,0,1
10198,city_105,-0.24778007180006614,Male,1,Full time course,3,STEM,0.1,4,Pvt Ltd,>4,-1,0
24993,city_162,-0.4637030277651865,Male,1,Unknown,3,STEM,-0.,3,Unknown,1,0,0
28864,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,0,Pvt Ltd,4,0,1
1206,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.4,3,Pvt Ltd,>4,0,1
14412,city_160,0.7598603893704947,Male,1,Full time course,3,STEM,-1.,8,Pvt Ltd,1,0,1
19987,city_136,0.575926019474281,Unknow,1,no_enrollment,4,STEM,-0.,3,Unknown,3,0,0
15586,city_115,-0.28776580438619953,Male,1,Part time course,4,STEM,0.1,0,Pvt Ltd,3,0,0
17424,city_28,0.9118061731978017,Unknow,0,Full time course,2,Unknown,-0.,0,Unknown,never,0,1
19783,city_16,0.6798889241982279,Male,0,no_enrollment,3,STEM,0.8,4,Public Sector,1,-1,1
15763,city_97,0.7998461219566281,Male,1,no_enrollment,3,STEM,0.8,5,Pvt Ltd,1,0,1
6433,city_21,-1.607294979728601,Male,0,no_enrollment,3,STEM,-1.,6,Pvt Ltd,1,0,0
7881,city_114,0.8078432684738539,Male,1,no_enrollment,3,STEM,-0.,1,Pvt Ltd,1,0,1
9237,city_65,-0.1838028996622527,Unknow,1,no_enrollment,5,STEM,1.0,3,Pvt Ltd,>4,0,0
26656,city_103,0.7598603893704947,Female,1,no_enrollment,3,Humanities,-0.,4,Pvt Ltd,>4,2,1
14019,city_103,0.7598603893704947,Unknow,1,no_enrollment,4,STEM,1.5,0,Unknown,3,0,1
27036,city_61,0.703880363749907,Male,0,Full time course,2,Unknown,-0.,0,Unknown,1,0,1
8304,city_45,0.5199459938536943,Male,1,no_enrollment,3,Other,-0.,3,Pvt Ltd,never,0,0
16458,city_21,-1.607294979728601,Male,1,Full time course,3,STEM,-0.,0,Public Sector,4,0,0
16138,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,0.7,0,Unknown,2,0,1
8701,city_114,0.8078432684738539,Male,1,no_enrollment,4,STEM,1.5,4,Pvt Ltd,>4,0,1
14281,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,0.8,3,Funded Startup,4,1,1
1968,city_104,0.7918489754394014,Male,1,no_enrollment,5,STEM,1.5,3,Funded Startup,2,-1,1
742,city_160,0.7598603893704947,Female,1,Full time course,2,Unknown,-0.,8,Pvt Ltd,1,0,1
17953,city_16,0.6798889241982279,Male,0,no_enrollment,3,STEM,1.5,0,Unknown,1,0,1
660,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,0.8,3,Funded Startup,>4,0,1
10829,city_102,-0.16780860662779934,Unknow,1,Full time course,3,STEM,-0.,4,Pvt Ltd,1,2,0
14159,city_133,-0.6636316906958535,Male,0,no_enrollment,3,STEM,0.2,3,Pvt Ltd,>4,0,0
13603,city_16,0.6798889241982279,Unknow,1,no_enrollment,3,STEM,0.2,4,Unknown,1,0,1
18232,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.5,4,Pvt Ltd,3,0,1
14574,city_21,-1.607294979728601,Male,0,Full time course,3,STEM,-1.,1,Pvt Ltd,1,2,0
24725,city_103,0.7598603893704947,Male,0,Full time course,3,STEM,-0.,5,Pvt Ltd,1,0,1
10737,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,0.8,8,Pvt Ltd,1,0,1
15141,city_138,0.08810008192345355,Male,1,no_enrollment,3,STEM,-0.,0,Pvt Ltd,3,0,0
25308,city_128,-2.383018191899588,Female,0,no_enrollment,3,STEM,-1.,3,Early Stage Startup,never,0,0
23084,city_102,-0.16780860662779934,Male,1,no_enrollment,4,STEM,0.5,4,Pvt Ltd,3,0,0
25465,city_103,0.7598603893704947,Male,1,no_enrollment,3,Humanities,-0.,4,Pvt Ltd,1,2,1
12340,city_114,0.8078432684738539,Male,1,no_enrollment,4,STEM,1.5,3,Funded Startup,2,0,1
15589,city_65,-0.1838028996622527,Male,1,no_enrollment,4,STEM,-0.,4,Unknown,1,0,0
129,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,7,Public Sector,>4,1,1
19641,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,never,0,1
8083,city_45,0.5199459938536943,Unknow,0,Full time course,2,Unknown,-1.,0,Unknown,never,0,0
4166,city_98,0.9917776383700684,Male,1,no_enrollment,4,STEM,1.5,4,Pvt Ltd,>4,0,1
14586,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,2,0,0
21822,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,-0.,4,Pvt Ltd,1,0,1
2415,city_114,0.8078432684738539,Male,1,no_enrollment,4,STEM,0.8,3,Unknown,>4,2,1
1382,city_103,0.7598603893704947,Unknow,1,Part time course,3,STEM,0.5,0,Unknown,4,0,1
30373,city_136,0.575926019474281,Male,1,no_enrollment,4,STEM,1.5,8,Pvt Ltd,3,1,0
1135,city_104,0.7918489754394014,Male,1,no_enrollment,4,STEM,1.0,4,Pvt Ltd,1,0,1
29230,city_46,-0.5036887603513199,Male,1,Part time course,4,STEM,-0.,8,Pvt Ltd,>4,-1,0
16972,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,>4,0,1
25730,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.0,3,Pvt Ltd,4,0,1
17021,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,4,Funded Startup,1,0,1
19032,city_159,0.1440801075440403,Male,0,no_enrollment,3,STEM,0.8,8,Pvt Ltd,4,0,0
6154,city_114,0.8078432684738539,Male,0,Full time course,4,STEM,-0.,7,Pvt Ltd,1,0,1
2744,city_16,0.6798889241982279,Male,1,no_enrollment,2,Unknown,1.2,5,Pvt Ltd,1,0,1
621,city_136,0.575926019474281,Male,0,no_enrollment,3,STEM,-1.,0,Unknown,1,0,0
14035,city_21,-1.607294979728601,Unknow,0,Full time course,3,STEM,-1.,0,Unknown,never,0,0
13621,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,1,Early Stage Startup,1,0,0
19202,city_103,0.7598603893704947,Male,1,Part time course,3,STEM,-0.,6,Pvt Ltd,1,0,1
29010,city_21,-1.607294979728601,Male,1,Full time course,4,STEM,-1.,8,Pvt Ltd,1,0,0
3606,city_103,0.7598603893704947,Male,0,Full time course,2,Unknown,-0.,0,Pvt Ltd,1,0,1
22214,city_167,0.7678575358877204,Unknow,0,no_enrollment,1,Unknown,-0.,1,Pvt Ltd,3,0,1
16245,city_158,-0.47170017428241406,Male,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,2,0,0
30639,city_160,0.7598603893704947,Other,1,Part time course,3,Humanities,-0.,3,NGO,1,3,1
28365,city_16,0.6798889241982279,Female,1,no_enrollment,4,STEM,-0.,0,Pvt Ltd,1,0,1
30546,city_104,0.7918489754394014,Unknow,0,no_enrollment,0,Unknown,-0.,0,Unknown,never,1,1
7792,city_76,-1.0155061374538275,Unknow,0,no_enrollment,4,STEM,1.5,0,Unknown,2,1,0
12846,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,6,Pvt Ltd,1,0,0
25038,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,>4,1,1
17919,city_116,-0.6556345441786269,Unknow,0,Full time course,3,Humanities,-1.,0,Unknown,never,3,0
6465,city_136,0.575926019474281,Male,1,no_enrollment,4,STEM,1.2,3,Pvt Ltd,2,0,0
13836,city_138,0.08810008192345355,Male,1,no_enrollment,3,STEM,0.7,4,Pvt Ltd,1,0,0
30399,city_114,0.8078432684738539,Male,0,no_enrollment,2,Unknown,-1.,4,Pvt Ltd,1,0,1
27949,city_103,0.7598603893704947,Male,1,no_enrollment,3,Humanities,1.2,3,Pvt Ltd,2,-1,1
27512,city_16,0.6798889241982279,Female,1,no_enrollment,4,STEM,-0.,0,Pvt Ltd,1,0,1
22507,city_123,-0.6956202767647602,Male,1,no_enrollment,3,Other,-0.,4,NGO,1,0,0
656,city_116,-0.6556345441786269,Male,0,no_enrollment,0,Unknown,-0.,0,Unknown,1,0,0
23663,city_150,-1.0155061374538275,Male,0,Full time course,3,STEM,-1.,0,Unknown,1,1,0
30907,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,8,Pvt Ltd,1,0,1
30023,city_45,0.5199459938536943,Male,0,Full time course,2,Unknown,-1.,4,Pvt Ltd,1,2,0
22045,city_10,0.5599317264398277,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,>4,3,0
2209,city_104,0.7918489754394014,Male,1,no_enrollment,3,STEM,1.5,3,Pvt Ltd,>4,0,1
4838,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,-0.,0,Unknown,>4,0,1
28498,city_103,0.7598603893704947,Female,1,no_enrollment,3,Arts,-0.,5,Pvt Ltd,2,0,1
1179,city_160,0.7598603893704947,Male,1,Full time course,3,STEM,-0.,0,Unknown,1,0,1
10682,city_104,0.7918489754394014,Unknow,0,Unknown,0,Unknown,-0.,0,Unknown,2,-1,1
20707,city_136,0.575926019474281,Male,0,Full time course,2,Unknown,-0.,0,Unknown,1,-1,0
31228,city_21,-1.607294979728601,Male,0,Full time course,2,Unknown,-1.,0,Pvt Ltd,never,0,0
11642,city_114,0.8078432684738539,Male,1,no_enrollment,0,Unknown,-0.,4,Pvt Ltd,>4,0,1
14477,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,STEM,-1.,4,Pvt Ltd,1,0,0
25737,city_114,0.8078432684738539,Other,0,Full time course,2,Unknown,-0.,4,Public Sector,1,0,1
21032,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,-1.,0,Unknown,2,0,1
30770,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,1,0,0
28733,city_71,0.4719631147503342,Male,1,no_enrollment,3,STEM,1.5,1,Pvt Ltd,3,0,0
26032,city_103,0.7598603893704947,Male,0,Full time course,3,STEM,-0.,0,Unknown,never,0,1
2421,city_21,-1.607294979728601,Unknow,0,no_enrollment,3,STEM,-0.,3,Pvt Ltd,1,0,0
6027,city_103,0.7598603893704947,Female,0,no_enrollment,5,STEM,-0.,4,Funded Startup,2,0,1
7266,city_128,-2.383018191899588,Unknow,0,no_enrollment,3,STEM,-0.,0,Unknown,4,1,0
20956,city_136,0.575926019474281,Male,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,4,0,0
26068,city_93,0.32001733092302725,Male,1,Full time course,3,STEM,-0.,8,Pvt Ltd,>4,2,0
20179,city_114,0.8078432684738539,Unknow,0,Part time course,3,STEM,-0.,1,Pvt Ltd,2,0,1
32956,city_103,0.7598603893704947,Male,1,no_enrollment,3,Arts,-0.,8,Pvt Ltd,1,0,1
12570,city_21,-1.607294979728601,Male,1,Full time course,3,STEM,-1.,4,Pvt Ltd,1,0,0
7689,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-1.,7,Pvt Ltd,1,0,0
19653,city_114,0.8078432684738539,Male,0,Full time course,2,Unknown,-0.,0,Unknown,never,0,1
8447,city_159,0.1440801075440403,Unknow,1,no_enrollment,3,STEM,-1.,6,Pvt Ltd,2,0,0
18513,city_50,0.5679288729570535,Male,0,Full time course,2,Unknown,-1.,0,Unknown,1,0,0
4066,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.5,3,Pvt Ltd,>4,0,1
613,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,-0.,4,Public Sector,4,0,1
12437,city_16,0.6798889241982279,Male,1,no_enrollment,4,STEM,1.5,3,Pvt Ltd,2,0,1
20917,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,0,Unknown,1,0,1
12505,city_21,-1.607294979728601,Unknow,0,no_enrollment,3,STEM,-0.,7,Pvt Ltd,2,0,0
22510,city_21,-1.607294979728601,Unknow,1,no_enrollment,0,Unknown,-0.,0,Pvt Ltd,1,0,0
6642,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,Other,-0.,4,Pvt Ltd,2,1,0
8562,city_103,0.7598603893704947,Male,0,no_enrollment,4,STEM,-0.,7,Public Sector,1,0,1
13030,city_103,0.7598603893704947,Male,1,Full time course,3,STEM,-0.,8,Pvt Ltd,2,0,1
33291,city_76,-1.0155061374538275,Male,0,no_enrollment,3,STEM,-0.,0,Early Stage Startup,1,-1,0
10469,city_103,0.7598603893704947,Male,0,Full time course,3,STEM,-0.,0,Unknown,1,0,1
30777,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,8,Pvt Ltd,>4,0,1
31756,city_128,-2.383018191899588,Male,0,no_enrollment,2,Unknown,-0.,0,Unknown,4,0,0
3879,city_23,0.5919203125087344,Unknow,1,no_enrollment,3,STEM,-0.,3,Funded Startup,4,0,0
16255,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,STEM,-0.,8,Pvt Ltd,2,0,0
5050,city_67,0.24004586575076048,Female,0,Full time course,3,STEM,-0.,0,Unknown,1,0,0
4273,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.5,0,Unknown,>4,0,1
14867,city_36,0.5439374334053744,Male,1,no_enrollment,4,STEM,0.1,5,Pvt Ltd,never,0,0
16180,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.1,0,Unknown,1,0,1
8491,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.1,1,Early Stage Startup,1,0,1
23514,city_114,0.8078432684738539,Unknow,0,no_enrollment,2,Unknown,-0.,5,Public Sector,3,0,1
14398,city_123,-0.6956202767647602,Male,1,no_enrollment,3,STEM,-0.,3,Early Stage Startup,1,2,0
11444,city_90,-1.0155061374538275,Unknow,0,no_enrollment,3,STEM,-0.,4,Pvt Ltd,1,2,0
22303,city_16,0.6798889241982279,Female,1,no_enrollment,5,STEM,0.1,0,Unknown,never,0,1
7391,city_118,-0.8235746210403871,Male,1,Part time course,3,STEM,-0.,4,Pvt Ltd,1,0,0
9195,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,4,Pvt Ltd,2,1,0
7519,city_103,0.7598603893704947,Male,0,Full time course,4,Humanities,-0.,1,Public Sector,4,0,1
15307,city_103,0.7598603893704947,Male,0,no_enrollment,2,Unknown,-0.,0,Unknown,4,0,1
24683,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,1.0,3,Pvt Ltd,>4,0,1
27067,city_21,-1.607294979728601,Male,0,Full time course,3,STEM,-1.,0,Unknown,never,0,0
11327,city_114,0.8078432684738539,Male,1,no_enrollment,3,STEM,0.2,6,Public Sector,>4,0,1
2529,city_19,-1.1434604817294534,Unknow,1,no_enrollment,3,STEM,0.1,0,Unknown,2,0,0
31349,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.4,4,Pvt Ltd,1,3,1
30739,city_75,0.9118061731978017,Male,1,no_enrollment,3,STEM,-0.,1,Pvt Ltd,1,0,1
32141,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.7,4,Funded Startup,3,0,1
7759,city_160,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,-0.,0,Unknown,2,0,1
16286,city_46,-0.5036887603513199,Male,1,no_enrollment,3,STEM,-0.,0,Unknown,>4,0,0
5381,city_100,0.49595455430201424,Male,0,no_enrollment,0,Unknown,-1.,0,Unknown,,0,0
16782,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,1,3,1
8122,city_61,0.703880363749907,Unknow,0,Full time course,2,Unknown,-0.,0,Unknown,never,-1,1
4370,city_21,-1.607294979728601,Male,0,no_enrollment,2,Unknown,-0.,0,Unknown,4,3,0
13883,city_136,0.575926019474281,Male,1,no_enrollment,4,Humanities,-0.,3,Pvt Ltd,1,0,0
21673,city_36,0.5439374334053744,Unknow,1,no_enrollment,3,STEM,-0.,5,Pvt Ltd,1,0,0
24268,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,0.1,6,Pvt Ltd,2,0,1
17200,city_150,-1.0155061374538275,Unknow,0,no_enrollment,2,Unknown,-1.,0,Unknown,never,1,0
31533,city_114,0.8078432684738539,Male,0,no_enrollment,2,Unknown,-0.,3,Pvt Ltd,4,0,1
23172,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,8,Pvt Ltd,1,0,1
1647,city_103,0.7598603893704947,Male,1,no_enrollment,5,STEM,1.5,7,NGO,2,0,1
1276,city_23,0.5919203125087344,Male,1,Full time course,3,STEM,-0.,8,Pvt Ltd,1,0,0
19942,city_149,-1.0874804561088667,Female,0,Full time course,4,STEM,-0.,0,Unknown,never,0,0
26888,city_74,-1.9671665730038015,Unknow,1,Full time course,3,STEM,-1.,5,NGO,2,0,0
11667,city_28,0.9118061731978017,Unknow,0,no_enrollment,3,Humanities,-0.,3,Public Sector,never,0,1
3890,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,0,Early Stage Startup,1,0,1
17267,city_105,-0.24778007180006614,Male,0,no_enrollment,3,STEM,-1.,0,Unknown,never,0,0
4934,city_160,0.7598603893704947,Other,1,no_enrollment,3,STEM,0.1,4,NGO,1,0,1
2752,city_21,-1.607294979728601,Male,0,no_enrollment,3,STEM,-0.,7,Pvt Ltd,1,0,0
6413,city_103,0.7598603893704947,Male,1,Unknown,0,Unknown,-1.,0,Unknown,never,0,1
5817,city_61,0.703880363749907,Male,1,no_enrollment,4,STEM,1.5,4,Pvt Ltd,>4,0,1
27952,city_21,-1.607294979728601,Unknow,0,no_enrollment,3,STEM,0.8,4,Pvt Ltd,2,0,0
6402,city_103,0.7598603893704947,Male,0,Full time course,2,Unknown,-1.,0,Unknown,never,0,1
2358,city_11,-2.199083822003374,Male,1,Full time course,3,STEM,-0.,1,Early Stage Startup,1,0,0
7645,city_21,-1.607294979728601,Male,1,no_enrollment,4,STEM,-0.,8,Public Sector,1,0,0
15411,city_61,0.703880363749907,Male,1,no_enrollment,4,STEM,0.2,8,Pvt Ltd,>4,0,1
32727,city_21,-1.607294979728601,Male,1,Full time course,3,STEM,0.1,1,Pvt Ltd,2,0,0
32693,city_40,-0.3917287091101473,Male,1,no_enrollment,4,STEM,0.2,6,Pvt Ltd,4,3,0
471,city_103,0.7598603893704947,Unknow,1,Full time course,3,STEM,-0.,1,Public Sector,2,0,1
16922,city_73,-0.5676659324891333,Unknow,0,no_enrollment,2,Unknown,-1.,0,Unknown,never,0,0
31991,city_103,0.7598603893704947,Male,1,no_enrollment,3,Arts,-0.,3,Funded Startup,1,1,1
16212,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,5,Pvt Ltd,1,1,0
22477,city_21,-1.607294979728601,Male,1,no_enrollment,4,STEM,-0.,8,Pvt Ltd,1,0,0
11514,city_114,0.8078432684738539,Male,1,no_enrollment,4,STEM,0.1,3,Pvt Ltd,3,0,1
28290,city_103,0.7598603893704947,Male,0,Part time course,4,STEM,1.5,8,Pvt Ltd,>4,0,1
11473,city_16,0.6798889241982279,Female,1,no_enrollment,5,STEM,1.0,3,Pvt Ltd,2,0,1
28584,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,3,Funded Startup,1,1,1
9209,city_121,-0.3517429765240139,Other,1,no_enrollment,3,STEM,-1.,3,Funded Startup,1,0,0
28252,city_21,-1.607294979728601,Unknow,0,no_enrollment,3,STEM,-0.,0,Public Sector,,0,0
30158,city_136,0.575926019474281,Male,1,no_enrollment,4,STEM,1.5,6,Pvt Ltd,never,0,0
18492,city_116,-0.6556345441786269,Female,0,Full time course,4,STEM,-0.,0,Unknown,1,1,0
18940,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,0.1,3,Pvt Ltd,4,0,1
30512,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,1,1,1
19654,city_21,-1.607294979728601,Female,1,Full time course,4,STEM,-0.,5,Pvt Ltd,1,3,0
16577,city_114,0.8078432684738539,Male,0,Full time course,3,STEM,-0.,1,Pvt Ltd,1,0,1
17836,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,1.1,8,Pvt Ltd,2,0,0
29074,city_114,0.8078432684738539,Male,0,Full time course,2,Unknown,-0.,0,Unknown,1,0,1
25155,city_43,-2.4709868035890814,Unknow,1,no_enrollment,3,STEM,-1.,0,Unknown,1,0,0
